date,team,line
02/20/15,SAS,7.5
02/20/15,WAS,3.0
02/20/15,CLE,-3.0
02/21/15,CHI,-8.0
02/21/15,PHX,8.0
02/21/15,LAC,-10.0
02/21/15,SAC,10.0
02/21/15,MIA,-1.5
02/21/15,NOP,1.5
02/21/15,CHA,6.0
02/21/15,OKC,-6.0
02/21/15,HOU,-2.5
02/21/15,TOR,2.5
02/22/15,MIL,4.5
02/22/15,ATL,-4.5
02/22/15,NYK,16.5
02/22/15,CLE,-16.5
02/22/15,LAL,2.5
02/22/15,BOS,-2.5
02/22/15,ORL,-9.0
02/22/15,PHI,9.0
02/22/15,DAL,-10.0
02/22/15,CHA,10.0
02/22/15,IND,4.0
02/22/15,GSW,-4.0
02/22/15,DET,1.5
02/22/15,WAS,-1.5
02/22/15,OKC,-10.0
02/22/15,DEN,10.0
02/22/15,POR,-3.5
02/22/15,MEM,3.5
02/23/15,CHI,-7.5
02/23/15,MIL,7.5
02/23/15,LAC,-3.5
02/23/15,MEM,3.5
02/23/15,MIA,-11.0
02/23/15,PHI,11.0
02/23/15,UTA,5.5
02/23/15,SAS,-5.5
02/23/15,DEN,2.5
02/23/15,BKN,-2.5
02/23/15,NOP,7.0
02/23/15,TOR,-7.0
02/23/15,HOU,-9.0
02/23/15,MIN,9.0
02/23/15,PHX,-7.5
02/23/15,BOS,7.5
02/24/15,DAL,-4.5
02/24/15,TOR,4.5
02/24/15,DET,7.0
02/24/15,CLE,-7.0
02/24/15,OKC,-7.5
02/24/15,IND,7.5
02/24/15,WAS,6.0
02/24/15,GSW,-6.0
02/25/15,MIL,-10.5
02/25/15,PHI,10.5
02/25/15,CHI,-7.0
02/25/15,CHA,7.0
02/25/15,BOS,-11.5
02/25/15,NYK,11.5
02/25/15,ATL,-8.0
02/25/15,DAL,8.0
02/25/15,UTA,-9.5
02/25/15,LAL,9.5
02/25/15,SAC,6.5
02/25/15,MEM,-6.5
02/25/15,ORL,3.0
02/25/15,MIA,-3.0
02/25/15,DEN,6.0
02/25/15,PHX,-6.0
02/25/15,NOP,2.5
02/25/15,BKN,-2.5
02/25/15,HOU,-3.5
02/25/15,LAC,3.5
02/25/15,MIN,-2.0
02/25/15,WAS,2.0
02/25/15,POR,-2.5
02/25/15,SAS,2.5
02/26/15,CLE,-3.5
02/26/15,GSW,3.5
02/26/15,PHX,4.5
02/26/15,OKC,-4.5
02/27/15,CHI,-6.0
02/27/15,MIN,6.0
02/27/15,BOS,-2.0
02/27/15,CHA,2.0
02/27/15,MEM,-4.5
02/27/15,LAC,4.5
02/27/15,ATL,-11.0
02/27/15,ORL,11.0
02/27/15,SAC,9.0
02/27/15,SAS,-9.0
02/27/15,LAL,6.0
02/27/15,MIL,-6.0
02/27/15,DEN,4.0
02/27/15,UTA,-4.0
02/27/15,IND,-1.0
02/27/15,CLE,1.0
02/27/15,NOP,1.5
02/27/15,MIA,-1.5
02/27/15,DET,-13.0
02/27/15,NYK,13.0
02/27/15,TOR,1.5
02/27/15,GSW,-1.5
02/27/15,HOU,-7.0
02/27/15,BKN,7.0
02/27/15,PHI,7.5
02/27/15,WAS,-7.5
02/27/15,POR,-5.5
02/27/15,OKC,5.5
02/28/15,MIA,3.5
02/28/15,ATL,-3.5
02/28/15,UTA,-3.5
02/28/15,MIL,3.5
02/28/15,NYK,11.5
02/28/15,TOR,-11.5
02/28/15,DAL,-8.5
02/28/15,BKN,8.5
02/28/15,PHX,0.0
02/28/15,SAS,0.0
02/28/15,MIN,5.5
02/28/15,MEM,-5.5
02/28/15,WAS,-4.0
02/28/15,DET,4.0
03/01/15,CHI,1.5
03/01/15,LAC,-1.5
03/01/15,BOS,8.5
03/01/15,GSW,-8.5
03/01/15,SAC,8.0
03/01/15,POR,-8.0
03/01/15,LAL,4.0
03/01/15,OKC,-4.0
03/01/15,ORL,1.5
03/01/15,CHA,-1.5
03/01/15,DEN,5.0
03/01/15,NOP,-5.0
03/01/15,IND,-12.0
03/01/15,PHI,12.0
03/01/15,HOU,0.0
03/01/15,CLE,-0.0
03/02/15,MIA,-2.5
03/02/15,PHX,2.5
03/02/15,DAL,-8.0
03/02/15,NOP,8.0
03/02/15,BKN,5.0
03/02/15,GSW,-5.0
03/02/15,PHI,9.5
03/02/15,TOR,-9.5
03/02/15,MIN,5.0
03/02/15,LAC,-5.0
03/03/15,CHI,1.0
03/03/15,WAS,-1.0
03/03/15,CLE,-11.5
03/03/15,BOS,11.5
03/03/15,MEM,-7.5
03/03/15,UTA,7.5
03/03/15,ATL,-8.0
03/03/15,HOU,8.0
03/03/15,CHA,-9.0
03/03/15,LAL,9.0
03/03/15,DEN,5.5
03/03/15,MIL,-5.5
03/03/15,NYK,4.0
03/03/15,SAC,-4.0
03/04/15,BOS,-1.0
03/04/15,UTA,1.0
03/04/15,LAC,0.0
03/04/15,POR,-0.0
03/04/15,MIA,-9.0
03/04/15,LAL,9.0
03/04/15,ORL,4.5
03/04/15,PHX,-4.5
03/04/15,BKN,-5.5
03/04/15,CHA,5.5
03/04/15,IND,-13.5
03/04/15,NYK,13.5
03/04/15,NOP,-4.5
03/04/15,DET,4.5
03/04/15,TOR,5.0
03/04/15,CLE,-5.0
03/04/15,HOU,-3.0
03/04/15,MEM,3.0
03/04/15,SAS,-11.0
03/04/15,SAC,11.0
03/04/15,OKC,-14.0
03/04/15,PHI,14.0
03/04/15,MIN,-6.0
03/04/15,DEN,6.0
03/04/15,GSW,-13.5
03/04/15,MIL,13.5
03/05/15,CHI,1.0
03/05/15,OKC,-1.0
03/05/15,POR,-3.0
03/05/15,DAL,3.0
03/06/15,MEM,-11.0
03/06/15,LAL,11.0
03/06/15,ATL,1.0
03/06/15,CLE,-1.0
03/06/15,CHA,0.0
03/06/15,TOR,0.0
03/06/15,ORL,1.5
03/06/15,SAC,-1.5
03/06/15,BKN,-2.5
03/06/15,PHX,2.5
03/06/15,IND,-6.0
03/06/15,CHI,6.0
03/06/15,NOP,-7.0
03/06/15,BOS,7.0
03/06/15,HOU,-7.0
03/06/15,DET,7.0
03/06/15,PHI,7.0
03/06/15,UTA,-7.0
03/06/15,SAS,-11.5
03/06/15,DEN,11.5
03/06/15,GSW,-11.0
03/06/15,DAL,11.0
03/06/15,WAS,-5.0
03/06/15,MIA,5.0
03/07/15,MIL,-4.5
03/07/15,WAS,4.5
03/07/15,CLE,-10.5
03/07/15,PHX,10.5
03/07/15,MIA,-4.5
03/07/15,SAC,4.5
03/07/15,NYK,8.5
03/07/15,IND,-8.5
03/07/15,DEN,4.5
03/07/15,HOU,-4.5
03/07/15,NOP,0.0
03/07/15,MEM,0.0
03/07/15,PHI,8.0
03/07/15,ATL,-8.0
03/07/15,MIN,4.5
03/07/15,POR,-4.5
03/08/15,LAL,7.0
03/08/15,DAL,-7.0
03/08/15,ORL,1.5
03/08/15,BOS,-1.5
03/08/15,BKN,-1.5
03/08/15,UTA,1.5
03/08/15,DET,0.0
03/08/15,CHA,-0.0
03/08/15,SAS,-10.0
03/08/15,CHI,10.0
03/08/15,OKC,-6.0
03/08/15,TOR,6.0
03/08/15,GSW,-9.0
03/08/15,LAC,9.0
03/09/15,MIL,1.0
03/09/15,NOP,-1.0
03/09/15,CHI,5.5
03/09/15,MEM,-5.5
03/09/15,LAC,-8.5
03/09/15,MIN,8.5
03/09/15,ATL,-11.0
03/09/15,SAC,11.0
03/09/15,MIA,-2.5
03/09/15,BOS,2.5
03/09/15,CHA,-1.5
03/09/15,WAS,1.5
03/09/15,DEN,-10.0
03/09/15,NYK,10.0
03/09/15,PHX,5.5
03/09/15,GSW,-5.5
03/10/15,UTA,-13.5
03/10/15,NYK,13.5
03/10/15,LAL,3.0
03/10/15,DET,-3.0
03/10/15,DAL,4.5
03/10/15,CLE,-4.5
03/10/15,BKN,-2.5
03/10/15,NOP,2.5
03/10/15,IND,-9.0
03/10/15,ORL,9.0
03/10/15,SAS,-7.0
03/10/15,TOR,7.0
03/11/15,MIL,-7.5
03/11/15,ORL,7.5
03/11/15,BOS,5.5
03/11/15,MEM,-5.5
03/11/15,MIA,-4.0
03/11/15,BKN,4.0
03/11/15,CHA,-7.5
03/11/15,SAC,7.5
03/11/15,DEN,6.5
03/11/15,ATL,-6.5
03/11/15,PHI,6.5
03/11/15,CHI,-6.5
03/11/15,PHX,-5.5
03/11/15,MIN,5.5
03/11/15,OKC,-6.5
03/11/15,LAC,6.5
03/11/15,POR,-2.5
03/11/15,HOU,2.5
03/11/15,GSW,-14.0
03/11/15,DET,14.0
03/12/15,UTA,2.0
03/12/15,HOU,-2.0
03/12/15,LAL,-6.5
03/12/15,NYK,6.5
03/12/15,IND,-7.0
03/12/15,MIL,7.0
03/12/15,SAS,1.5
03/12/15,CLE,-1.5
03/12/15,WAS,-8.5
03/12/15,MEM,8.5
03/13/15,BOS,-5.5
03/13/15,ORL,5.5
03/13/15,CHA,-1.0
03/13/15,CHI,1.0
03/13/15,DAL,-2.5
03/13/15,LAC,2.5
03/13/15,DEN,-3.5
03/13/15,GSW,3.5
03/13/15,TOR,-5.5
03/13/15,MIA,5.5
03/13/15,PHI,3.5
03/13/15,SAC,-3.5
03/13/15,PHX,6.5
03/13/15,ATL,-6.5
03/13/15,OKC,-10.5
03/13/15,MIN,10.5
03/13/15,POR,-8.0
03/13/15,DET,8.0
03/14/15,MEM,-6.5
03/14/15,MIL,6.5
03/14/15,UTA,-8.0
03/14/15,DET,8.0
03/14/15,IND,-8.5
03/14/15,BOS,8.5
03/14/15,PHI,6.5
03/14/15,BKN,-6.5
03/14/15,GSW,-19.5
03/14/15,NYK,19.5
03/14/15,WAS,-10.0
03/14/15,SAC,10.0
03/15/15,LAC,-4.5
03/15/15,HOU,4.5
03/15/15,LAL,7.0
03/15/15,ATL,-7.0
03/15/15,ORL,10.5
03/15/15,CLE,-10.5
03/15/15,NOP,-7.5
03/15/15,DEN,7.5
03/15/15,TOR,-1.5
03/15/15,POR,1.5
03/15/15,SAS,-13.5
03/15/15,MIN,13.5
03/15/15,PHX,-11.5
03/15/15,NYK,11.5
03/15/15,OKC,-7.5
03/15/15,CHI,7.5
03/16/15,BOS,-9.0
03/16/15,PHI,9.0
03/16/15,MEM,-11.0
03/16/15,DEN,11.0
03/16/15,MIA,4.5
03/16/15,CLE,-4.5
03/16/15,UTA,-4.5
03/16/15,CHA,4.5
03/16/15,SAC,5.0
03/16/15,ATL,-5.0
03/16/15,DAL,-5.0
03/16/15,OKC,5.0
03/16/15,IND,-5.0
03/16/15,TOR,5.0
03/16/15,MIN,4.5
03/16/15,BKN,-4.5
03/16/15,GSW,-18.0
03/16/15,LAL,18.0
03/16/15,WAS,-1.5
03/16/15,POR,1.5
03/17/15,LAC,-10.0
03/17/15,CHA,10.0
03/17/15,NYK,13.0
03/17/15,SAS,-13.0
03/17/15,NOP,-7.0
03/17/15,MIL,7.0
03/17/15,DET,4.5
03/17/15,MEM,-4.5
03/17/15,HOU,-11.5
03/17/15,ORL,11.5
03/18/15,MIL,6.0
03/18/15,SAS,-6.0
03/18/15,CHI,-1.5
03/18/15,IND,1.5
03/18/15,CLE,-11.5
03/18/15,BKN,11.5
03/18/15,MIA,2.5
03/18/15,POR,-2.5
03/18/15,UTA,-3.0
03/18/15,WAS,3.0
03/18/15,SAC,9.0
03/18/15,LAC,-9.0
03/18/15,DAL,-12.0
03/18/15,ORL,12.0
03/18/15,TOR,-11.0
03/18/15,MIN,11.0
03/18/15,PHI,2.0
03/18/15,DET,-2.0
03/18/15,OKC,-6.5
03/18/15,BOS,6.5
03/18/15,GSW,-6.5
03/18/15,ATL,6.5
03/19/15,NYK,0.0
03/19/15,MIN,0.0
03/19/15,LAL,4.5
03/19/15,UTA,-4.5
03/19/15,HOU,-8.0
03/19/15,DEN,8.0
03/19/15,PHX,-1.5
03/19/15,NOP,1.5
03/20/15,CHI,-1.5
03/20/15,TOR,1.5
03/20/15,CLE,-10.0
03/20/15,IND,10.0
03/20/15,LAC,-7.0
03/20/15,WAS,7.0
03/20/15,MIA,-7.5
03/20/15,DEN,7.5
03/20/15,SAC,3.5
03/20/15,CHA,-3.5
03/20/15,ORL,7.5
03/20/15,POR,-7.5
03/20/15,DAL,-2.5
03/20/15,MEM,2.5
03/20/15,BKN,-2.0
03/20/15,MIL,2.0
03/20/15,PHI,-6.0
03/20/15,NYK,6.0
03/20/15,SAS,-9.0
03/20/15,BOS,9.0
03/20/15,OKC,0.0
03/20/15,ATL,-0.0
03/20/15,GSW,-13.5
03/20/15,NOP,13.5
03/21/15,MEM,-3.5
03/21/15,POR,3.5
03/21/15,IND,-8.0
03/21/15,BKN,8.0
03/21/15,DET,3.0
03/21/15,CHI,-3.0
03/21/15,HOU,-7.5
03/21/15,PHX,7.5
03/21/15,GSW,-9.0
03/21/15,UTA,9.0
03/22/15,MIL,8.0
03/22/15,CLE,-8.0
03/22/15,BOS,-5.5
03/22/15,DET,5.5
03/22/15,LAC,-9.0
03/22/15,NOP,9.0
03/22/15,ATL,-1.5
03/22/15,SAS,1.5
03/22/15,SAC,3.5
03/22/15,WAS,-3.5
03/22/15,LAL,-4.5
03/22/15,PHI,4.5
03/22/15,ORL,0.0
03/22/15,DEN,0.0
03/22/15,TOR,-12.5
03/22/15,NYK,12.5
03/22/15,PHX,4.0
03/22/15,DAL,-4.0
03/22/15,OKC,-3.5
03/22/15,MIA,3.5
03/22/15,MIN,5.5
03/22/15,CHA,-5.5
03/23/15,CHI,-7.0
03/23/15,CHA,7.0
03/23/15,UTA,-10.0
03/23/15,MIN,10.0
03/23/15,NYK,14.0
03/23/15,MEM,-14.0
03/23/15,BKN,-4.5
03/23/15,BOS,4.5
03/23/15,IND,1.0
03/23/15,HOU,-1.0
03/23/15,GSW,-11.5
03/23/15,WAS,11.5
03/24/15,MIL,1.0
03/24/15,MIA,-1.0
03/24/15,SAC,-8.0
03/24/15,PHI,8.0
03/24/15,DAL,2.5
03/24/15,SAS,-2.5
03/24/15,DET,3.0
03/24/15,TOR,-3.0
03/24/15,OKC,-10.0
03/24/15,LAL,10.0
03/24/15,POR,7.0
03/24/15,GSW,-7.0
03/25/15,BOS,-6.5
03/25/15,MIA,6.5
03/25/15,MEM,1.5
03/25/15,CLE,-1.5
03/25/15,CHA,-3.0
03/25/15,BKN,3.0
03/25/15,UTA,-2.0
03/25/15,POR,2.0
03/25/15,NYK,15.0
03/25/15,LAC,-15.0
03/25/15,ORL,9.0
03/25/15,ATL,-9.0
03/25/15,DEN,-11.0
03/25/15,PHI,11.0
03/25/15,NOP,1.0
03/25/15,HOU,-1.0
03/25/15,TOR,2.5
03/25/15,CHI,-2.5
03/25/15,SAS,-7.5
03/25/15,OKC,7.5
03/25/15,PHX,-8.0
03/25/15,SAC,8.0
03/25/15,MIN,-1.0
03/25/15,LAL,1.0
03/25/15,WAS,-3.0
03/25/15,IND,3.0
03/26/15,MIL,-3.0
03/26/15,IND,3.0
03/27/15,MEM,3.5
03/27/15,GSW,-3.5
03/27/15,ATL,-9.0
03/27/15,MIA,9.0
03/27/15,NYK,9.5
03/27/15,BOS,-9.5
03/27/15,ORL,2.0
03/27/15,DET,-2.0
03/27/15,BKN,8.5
03/27/15,CLE,-8.5
03/27/15,DEN,-3.0
03/27/15,UTA,3.0
03/27/15,NOP,-7.0
03/27/15,SAC,7.0
03/27/15,TOR,-9.5
03/27/15,LAL,9.5
03/27/15,HOU,-13.0
03/27/15,MIN,13.0
03/27/15,PHI,12.5
03/27/15,LAC,-12.5
03/27/15,SAS,-9.5
03/27/15,DAL,9.5
03/27/15,PHX,1.5
03/27/15,POR,-1.5
03/27/15,WAS,-3.5
03/27/15,CHA,3.5
03/28/15,MIL,5.0
03/28/15,GSW,-5.0
03/28/15,CHI,-17.5
03/28/15,NYK,17.5
03/28/15,CHA,-6.0
03/28/15,ATL,6.0
03/28/15,UTA,5.0
03/28/15,OKC,-5.0
03/28/15,POR,-8.5
03/28/15,DEN,8.5
03/29/15,CLE,-16.0
03/29/15,PHI,16.0
03/29/15,BOS,6.0
03/29/15,LAC,-6.0
03/29/15,MIA,-3.0
03/29/15,DET,3.0
03/29/15,BKN,-7.5
03/29/15,LAL,7.5
03/29/15,IND,-2.0
03/29/15,DAL,2.0
03/29/15,NOP,-12.5
03/29/15,MIN,12.5
03/29/15,SAS,-8.0
03/29/15,MEM,8.0
03/29/15,PHX,-1.0
03/29/15,OKC,1.0
03/29/15,WAS,2.0
03/29/15,HOU,-2.0
03/30/15,MEM,-9.5
03/30/15,SAC,9.5
03/30/15,ATL,-9.0
03/30/15,MIL,9.0
03/30/15,CHA,-3.0
03/30/15,BOS,3.0
03/30/15,TOR,-2.0
03/30/15,HOU,2.0
03/30/15,PHI,-3.5
03/30/15,LAL,3.5
03/30/15,MIN,6.5
03/30/15,UTA,-6.5
03/30/15,POR,-8.0
03/30/15,PHX,8.0
03/31/15,LAC,-3.0
03/31/15,GSW,3.0
03/31/15,MIA,8.0
03/31/15,SAS,-8.0
03/31/15,BKN,-1.5
03/31/15,IND,1.5
03/31/15,DET,-4.0
03/31/15,ATL,4.0
04/01/15,MIL,4.5
04/01/15,CHI,-4.5
04/01/15,BOS,-4.0
04/01/15,IND,4.0
04/01/15,CHA,-5.5
04/01/15,DET,5.5
04/01/15,UTA,-5.0
04/01/15,DEN,5.0
04/01/15,NYK,9.5
04/01/15,BKN,-9.5
04/01/15,LAL,9.0
04/01/15,NOP,-9.0
04/01/15,ORL,9.5
04/01/15,SAS,-9.5
04/01/15,HOU,-11.0
04/01/15,SAC,11.0
04/01/15,OKC,-2.0
04/01/15,DAL,2.0
04/01/15,MIN,9.5
04/01/15,TOR,-9.5
04/01/15,POR,-3.0
04/01/15,LAC,3.0
04/01/15,WAS,-11.0
04/01/15,PHI,11.0
04/02/15,CLE,-10.5
04/02/15,MIA,10.5
04/02/15,DAL,-1.5
04/02/15,HOU,1.5
04/02/15,GSW,-12.0
04/02/15,PHX,12.0
04/03/15,CHI,-9.0
04/03/15,DET,9.0
04/03/15,BOS,-5.0
04/03/15,MIL,5.0
04/03/15,MEM,-6.0
04/03/15,OKC,6.0
04/03/15,SAC,6.0
04/03/15,NOP,-6.0
04/03/15,LAL,10.5
04/03/15,POR,-10.5
04/03/15,BKN,-2.5
04/03/15,TOR,2.5
04/03/15,IND,-5.0
04/03/15,CHA,5.0
04/03/15,SAS,-13.0
04/03/15,DEN,13.0
04/03/15,MIN,4.5
04/03/15,ORL,-4.5
04/03/15,WAS,-14.5
04/03/15,NYK,14.5
04/04/15,MIL,-8.0
04/04/15,ORL,8.0
04/04/15,MEM,-7.5
04/04/15,WAS,7.5
04/04/15,ATL,-9.5
04/04/15,BKN,9.5
04/04/15,CHA,-7.0
04/04/15,PHI,7.0
04/04/15,DAL,6.0
04/04/15,GSW,-6.0
04/04/15,DEN,9.5
04/04/15,LAC,-9.5
04/04/15,DET,2.5
04/04/15,MIA,-2.5
04/04/15,TOR,-3.0
04/04/15,BOS,3.0
04/04/15,PHX,-1.0
04/04/15,UTA,1.0
04/04/15,POR,-5.0
04/04/15,NOP,5.0
04/05/15,CLE,-8.0
04/05/15,CHI,8.0
04/05/15,SAC,-1.5
04/05/15,UTA,1.5
04/05/15,NYK,0.0
04/05/15,PHI,-0.0
04/05/15,LAL,13.5
04/05/15,LAC,-13.5
04/05/15,IND,-6.5
04/05/15,MIA,6.5
04/05/15,SAS,-6.0
04/05/15,GSW,6.0
04/05/15,OKC,1.0
04/05/15,HOU,-1.0
04/06/15,BKN,-6.5
04/06/15,POR,6.5
04/07/15,LAC,-17.0
04/07/15,LAL,17.0
04/07/15,ATL,-8.0
04/07/15,PHX,8.0
04/07/15,MIA,-5.0
04/07/15,CHA,5.0
04/07/15,SAC,-9.0
04/07/15,MIN,9.0
04/07/15,NOP,4.0
04/07/15,GSW,-4.0
04/07/15,OKC,6.5
04/07/15,SAS,-6.5
04/08/15,MIL,6.5
04/08/15,CLE,-6.5
04/08/15,MEM,-5.5
04/08/15,NOP,5.5
04/08/15,CHA,2.0
04/08/15,TOR,-2.0
04/08/15,UTA,-11.5
04/08/15,SAC,11.5
04/08/15,NYK,12.0
04/08/15,IND,-12.0
04/08/15,ORL,7.0
04/08/15,CHI,-7.0
04/08/15,DAL,-8.5
04/08/15,PHX,8.5
04/08/15,BKN,-4.5
04/08/15,ATL,4.5
04/08/15,DEN,-10.5
04/08/15,LAL,10.5
04/08/15,DET,1.5
04/08/15,BOS,-1.5
04/08/15,PHI,6.5
04/08/15,WAS,-6.5
04/08/15,SAS,-6.5
04/08/15,HOU,6.5
04/08/15,POR,-17.0
04/08/15,MIN,17.0
04/09/15,MIA,0.0
04/09/15,CHI,0.0
04/09/15,GSW,-10.5
04/09/15,POR,10.5
04/10/15,CLE,-5.0
04/10/15,BOS,5.0
04/10/15,ATL,-10.0
04/10/15,CHA,10.0
04/10/15,UTA,3.0
04/10/15,MEM,-3.0
04/10/15,NYK,9.5
04/10/15,MIL,-9.5
04/10/15,LAL,-6.0
04/10/15,MIN,6.0
04/10/15,ORL,5.0
04/10/15,TOR,-5.0
04/10/15,BKN,-5.0
04/10/15,WAS,5.0
04/10/15,DEN,-2.0
04/10/15,DAL,2.0
04/10/15,NOP,-9.0
04/10/15,PHX,9.0
04/10/15,DET,4.5
04/10/15,IND,-4.5
04/10/15,HOU,3.0
04/10/15,SAS,-3.0
04/10/15,OKC,-13.5
04/10/15,SAC,13.5
04/11/15,CHI,-14.5
04/11/15,PHI,14.5
04/11/15,LAC,-8.0
04/11/15,MEM,8.0
04/11/15,MIA,-3.5
04/11/15,TOR,3.5
04/11/15,ORL,-10.0
04/11/15,NYK,10.0
04/11/15,POR,-8.0
04/11/15,UTA,8.0
04/11/15,GSW,-20.0
04/11/15,MIN,20.0
04/12/15,MIL,0.0
04/12/15,BKN,-0.0
04/12/15,BOS,-9.0
04/12/15,CLE,9.0
04/12/15,LAL,5.5
04/12/15,DAL,-5.5
04/12/15,DEN,-9.5
04/12/15,SAC,9.5
04/12/15,IND,-4.5
04/12/15,OKC,4.5
04/12/15,DET,-8.5
04/12/15,CHA,8.5
04/12/15,HOU,-5.5
04/12/15,NOP,5.5
04/12/15,SAS,-15.5
04/12/15,PHX,15.5
04/12/15,WAS,-8.5
04/12/15,ATL,8.5
04/13/15,CLE,-8.0
04/13/15,DET,8.0
04/13/15,LAC,-16.5
04/13/15,DEN,16.5
04/13/15,ATL,-14.0
04/13/15,NYK,14.0
04/13/15,MIA,-7.0
04/13/15,ORL,7.0
04/13/15,CHA,11.5
04/13/15,HOU,-11.5
04/13/15,UTA,-9.0
04/13/15,DAL,9.0
04/13/15,SAC,-4.0
04/13/15,LAL,4.0
04/13/15,BKN,2.5
04/13/15,CHI,-2.5
04/13/15,PHI,3.0
04/13/15,MIL,-3.0
04/13/15,OKC,-8.5
04/13/15,POR,8.5
04/13/15,MIN,12.0
04/13/15,NOP,-12.0
04/13/15,GSW,-8.0
04/13/15,MEM,8.0
04/14/15,BOS,0.0
04/14/15,TOR,0.0
04/14/15,IND,-7.5
04/14/15,WAS,7.5
04/14/15,PHX,10.0
04/14/15,LAC,-10.0
04/15/15,MIL,-4.0
04/15/15,BOS,4.0
04/15/15,CHI,-5.5
04/15/15,ATL,5.5
04/15/15,CLE,-8.0
04/15/15,WAS,8.0
04/15/15,MEM,0.0
04/15/15,IND,0.0
04/15/15,NYK,8.5
04/15/15,DET,-8.5
04/15/15,LAL,-3.5
04/15/15,SAC,3.5
04/15/15,DAL,-6.5
04/15/15,POR,6.5
04/15/15,BKN,-9.0
04/15/15,ORL,9.0
04/15/15,NOP,5.5
04/15/15,SAS,-5.5
04/15/15,TOR,-11.0
04/15/15,CHA,11.0
04/15/15,HOU,-11.5
04/15/15,UTA,11.5
04/15/15,PHI,-2.0
04/15/15,MIA,2.0
04/15/15,MIN,14.0
04/15/15,OKC,-14.0
04/15/15,GSW,-11.0
04/15/15,DEN,11.0
04/18/15,CHI,-8.0
04/18/15,MIL,8.0
04/18/15,TOR,-4.0
04/18/15,WAS,4.0
04/18/15,HOU,-5.5
04/18/15,DAL,5.5
04/18/15,GSW,-12.0
04/18/15,NOP,12.0
04/19/15,CLE,-12.0
04/19/15,BOS,12.0
04/19/15,LAC,-1.5
04/19/15,SAS,1.5
04/19/15,MEM,-5.0
04/19/15,POR,5.0
04/19/15,ATL,-10.5
04/19/15,BKN,10.5
04/20/15,CHI,-8.0
04/20/15,MIL,8.0
04/20/15,GSW,-12.5
04/20/15,NOP,12.5
04/21/15,CLE,-11.0
04/21/15,BOS,11.0
04/21/15,TOR,-5.0
04/21/15,WAS,5.0
04/21/15,HOU,-6.5
04/21/15,DAL,6.5
04/22/15,LAC,-1.0
04/22/15,SAS,1.0
04/22/15,MEM,-6.5
04/22/15,POR,6.5
04/22/15,ATL,-9.5
04/22/15,BKN,9.5
04/23/15,MIL,2.5
04/23/15,CHI,-2.5
04/23/15,BOS,5.0
04/23/15,CLE,-5.0
04/23/15,NOP,5.0
04/23/15,GSW,-5.0
04/24/15,DAL,-1.0
04/24/15,HOU,1.0
04/24/15,SAS,-4.5
04/24/15,LAC,4.5
04/24/15,WAS,-4.5
04/24/15,TOR,4.5
04/25/15,MIL,4.5
04/25/15,CHI,-4.5
04/25/15,BKN,3.5
04/25/15,ATL,-3.5
04/25/15,NOP,7.0
04/25/15,GSW,-7.0
04/25/15,POR,-3.0
04/25/15,MEM,3.0
04/26/15,BOS,7.5
04/26/15,CLE,-7.5
04/26/15,DAL,2.5
04/26/15,HOU,-2.5
04/26/15,SAS,-6.0
04/26/15,LAC,6.0
04/26/15,WAS,-6.0
04/26/15,TOR,6.0
04/27/15,CHI,-8.0
04/27/15,MIL,8.0
04/27/15,BKN,5.0
04/27/15,ATL,-5.0
04/27/15,POR,-4.0
04/27/15,MEM,4.0
04/28/15,LAC,-2.0
04/28/15,SAS,2.0
04/28/15,HOU,-8.0
04/28/15,DAL,8.0
04/29/15,MEM,-6.0
04/29/15,POR,6.0
04/29/15,ATL,-9.0
04/29/15,BKN,9.0
04/30/15,MIL,3.5
04/30/15,CHI,-3.5
04/30/15,SAS,-5.5
04/30/15,LAC,5.5
05/01/15,BKN,4.5
05/01/15,ATL,-4.5
05/02/15,LAC,-2.5
05/02/15,SAS,2.5
05/03/15,ATL,-5.0
05/03/15,WAS,5.0
05/03/15,GSW,-10.0
05/03/15,MEM,10.0
05/04/15,CLE,-5.0
05/04/15,CHI,5.0
05/04/15,HOU,-6.5
05/04/15,LAC,6.5
05/05/15,ATL,-8.5
05/05/15,WAS,8.5
05/05/15,GSW,-10.5
05/05/15,MEM,10.5
05/06/15,CLE,-5.5
05/06/15,CHI,5.5
05/06/15,HOU,-7.0
05/06/15,LAC,7.0
05/08/15,CHI,-2.0
05/08/15,CLE,2.0
05/08/15,LAC,-6.0
05/08/15,HOU,6.0
05/09/15,MEM,4.0
05/09/15,GSW,-4.0
05/09/15,WAS,3.0
05/09/15,ATL,-3.0
05/10/15,CHI,2.0
05/10/15,CLE,-2.0
05/10/15,LAC,-7.0
05/10/15,HOU,7.0
05/11/15,MEM,4.5
05/11/15,GSW,-4.5
05/11/15,WAS,4.5
05/11/15,ATL,-4.5
05/12/15,CLE,-5.5
05/12/15,CHI,5.5
05/12/15,HOU,2.0
05/12/15,LAC,-2.0
05/13/15,ATL,-7.5
05/13/15,WAS,7.5
05/13/15,GSW,-9.5
05/13/15,MEM,9.5
05/14/15,CHI,-2.0
05/14/15,CLE,2.0
05/14/15,LAC,-8.5
05/14/15,HOU,8.5
05/15/15,MEM,5.0
05/15/15,GSW,-5.0
05/15/15,WAS,-2.5
05/15/15,ATL,2.5
05/17/15,HOU,2.0
05/17/15,LAC,-2.0
05/19/15,GSW,-10.0
05/19/15,HOU,10.0
